Prepared: 03-MAR-2026 13:50 GMT,,,,,,,,,
MSN,Noun,Bulk Issue,Process Name,Local Process Name,Dist %,Max On Hand,Shop Code,Org Symbol,
6850001957660,"SEALING COMPOUND, EDGE SEALER",N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COATING TOUCH-UP,,3,016A-Z02,565 AMXS,
6850001957660,"SEALING COMPOUND, EDGE SEALER",N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COATING TOUCH-UP,,3,467A-Z01,568 AMXS,
8010PHM00346365,"TTP-1952B (ROAD MARKING PAINT), BLACK",N,"Coating/painting, multiple operations",NON-AEROSPACE SURFACE COATING,,15,022A-Z5,MXSG,
6850001635792-1,"SEALER, CHEMICAL, RED",N,"Coating/painting, Aerospace NESHAP - non-spray",058A-Z02 SPECIALTY COATING (REPORTABLE) (NEW),,10,058A-Z02,550 CMMXS,
9150014189006-1,"LUBRICATING OIL, GENERAL PURPOSE, AEROSOL",N,"Lubricating, multiple operations",LUBRICANTS,,15,032B-Z02,PMXG,
9150014189006,"LUBRICATING OIL, GENERAL PURPOSE, AEROSOL",N,"Equipment repair/prev. maint., NOC",LUBRICANTS,,3,024A-Z01,MXSG,
6850008301821,"SEALING COMPOUND, GRAY, ALUMINUM FILLED, AUTOMOTIVE, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,125,391A-Z01,564 AMXS/MXDPAB,
6850015711611,"CHEMICAL, CORROSION",N,"Coating/painting, brush/roller",AEROSPACE SURFACE COATING,,3,051H-Z03,PMXG,
6850014559530,"SEALANT, CORROSION PREVENTIVE COMPOUND",N,"Lubricating, multiple operations",072A-Z01 LUBRICANTS,,15,072A-Z01,548 PMXS,
6850014559530,"SEALANT, CORROSION PREVENTIVE COMPOUND",N,"Acid cleaning, etching",ELECTRO ETCHING,,3,630A-Z01,PMXG,
6850013690049,"SEALER CHEMICAL, AIRCRAFT WINDSHIELDS AND CANOPIES, GRAY, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,30,391F-Z01,564 AMXS,
6850013690049,"SEALER CHEMICAL, AIRCRAFT WINDSHIELDS AND CANOPIES, GRAY, KIT",N,Adhering/bonding/sealing - all usages,AIRCRAFT SEALANTS/ADHESIVES,,45,162A-Z01,552 AMXS,
6850013749056,"LUBRICANT,ANTISEIZE, GRAY",N,"Lubricating, multiple operations",667A-Z01 LUBRICANTS,,9,667A-Z01,553 CMMXS,
6830PHM00353490,ARGON,N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,,36,022A-Z01,MXSG,
8040PHM00347363,3M SCOTCH-WELD ADHESIVE EC-4419,N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,,3,078E-Z02,553 CMMXS,
6510012041867-1,"PAD, SURGICAL ADHESIVE TAPE REMOVER IMPREGNATED",N,"Medical, general or operations",PATIENT CARE,,150,166A-Z04,72 MDSS/SG,
6810PHM00347197,PHOSPHORIC ACID 85% TECHNICAL GRADE,N,"Cleaning, chemical, multiple operations",078E-Z08 SOLUTION MAINTENANCE,,9,078E-Z08,553 CMMXS,
8040PHM00348137,3M FOAM FAST 74 25% VOC SPRAY ADHESIVE ORANGE,N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,9,054B-Z01,76 AMXG,
9150016634643,"CLEANER,LUBRICANT AND PRESERVATIVE",N,"Lubricating, multiple operations",066A-Z02 LUBRICANTS,,6,066A-Z02,552 CMMXS,
8720PHM00356615,"FERTILIZER, FOLIAR PAK GROW-IN 8-4-5",N,"Pest control, multiple operations","SERVICE, NOC",,36,111B-Z02,72 SPTG/SV,
8040PHM00357108,"FILM ADHESIVE RESIN ADHESIVE, EX 1522 / 4581",N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,,9,078E-Z02,553 CMMXS,
7930PHM00357306,"DIAMOND SLURRY, ALCOHOL-BASED, 0.25 MICRON",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,,3,054D-Z01*1,,
8030PHM00356166,"TOUCH N FOAM MAX FILL TRIPLE EXPANDING SEALANT, AEROSOL",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,60,999B-Z08,72 ABW,
8030PHM00356166,"TOUCH N FOAM MAX FILL TRIPLE EXPANDING SEALANT, AEROSOL",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,90,999B-Z34,,
8010PHM00357093,"F94 SERIES - GLOSS 85285 TYPE IV GRAY 16515, GLOSS CURING AGENT AND ACTIVATED REDUCER FAST KIT",N,"Coating/painting, Aerospace NESHAP - spray",AEROSPACE TOPCOAT IN PAINT DOCK,,100,008A-Z01,569 AMXS/MXDPAB,
9150PHM00359624,PURPLELUBE POLISHING LUBRICANT,N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,,3,054D-Z01*1,,
6850PHM00360140,HYDROGEN PEROXIDE 3%,N,"Medical, general or operations",PATIENT CARE,,3,166A-Z04,72 MDSS/SG,
3439PHM00360919,"WELDING ROD, TURBALOY 308L, .062"" X 36""",N,"Heat treating/hardening, multiple operations",080C-Z01 WELDING,,6,080C-Z01,553 CMMXS,
7930PHM00357524,ULTRA DAWN ANTIBACTERIAL HAND SOAP APPLE BLOSSOM,N,NOC,"MAINTENANCE, NOC",,15,051F-Z01,548 PMXS,
9150PHM00356191,PURPLELUBE POLISHING LUBRICANT,N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,,30,054D-Z01,MXSG,
6810PHM00356853,L-(+)-TARTARIC ACID (NF/FCC),N,Physical testing,METALS ANALYSIS,,30,054C-Z01,MXSG,
8520PHM00355968,FAST ORANGE PUMICE CREAM HAND CLEANER 4.5 LB,N,HVAC repair & maintenance,MECHANICAL PROCESS LEVEL 1,,15,999A-Z46,72 ABW/CENPE,
8040PHM00356686,"DOWSIL 732 MULTI-PURPOSE SEALANT, BLACK",N,Adhering/bonding/sealing - all usages,"GENERAL ADHESIVE OR SEALANT USE, NON-AEROSPACE",,45,025A-Z01,OC-ALC,
8040PHM00359638,"PREMIUM MAX CONSTRUCTION ADHESIVE, GRAY",N,HVAC repair & maintenance,MECHANICAL PROCESS LEVEL 1,,15,999A-Z46,72 ABW/CENPE,
5610PHM00358909,SAKRETE HIGH STRENGTH CONCRETE MIX,N,"Grounds maintenance, NOC",GROUNDS MAINTENANCE,,600,999B-Z45,72 ABW/CECOIG,
8010PHM00359168,"KRYLON COLORMAXX CRYSTAL CLEAR, AEROSOL",N,"Coating/painting, brush/roller","PAINTING, HOUSEKEEPING",,72,999B-Z66,72 ABW,
6810PHM00360399,"METCO: 105NS, ALUMINUM OXIDE",N,Plasma spraying,PLASMA SPRAYING,,200,048C-Z01,PMXG,
8010PHM00355804,"AERODUR HS 2118 CF PRIMER, BEIGE KIT",N,"Coating/painting, spray - HVLP gun",AEROSPACE PRIMER IN PAINT DOCK,,105,008A-Z01,569 AMXS/MXDPAB,
6830PHM00357253,"OXIDIZING GAS MIXTURE: ARGON / NITROGEN / OXYGEN, 70%",N,"Equipment repair/prev. maint., NOC",058A-Z02 MAINT. NOC,,15,058A-Z02,550 CMMXS,
6850PHM00357662,"NITRIC ACID, 65%-70%",N,"Coating/paint removal, chemical stripping, dip",CHEMICAL DEPAINTING OF AIRCRAFT PARTS,,9,032B-Z02,PMXG,
8010PHM00359466,"KRYLON COLORMAXX PRIMER RED OXIDE, AEROSOL",N,"Coating/painting, multiple operations",PAINTING,,72,999B-Z49,72 ABW,
8010PHM00359466,"KRYLON COLORMAXX PRIMER RED OXIDE, AEROSOL",N,"Coating/painting, multiple operations",PAINTING,,12,999B-Z38,72 ABW/CECOAH,
8010PHM00359466,"KRYLON COLORMAXX PRIMER RED OXIDE, AEROSOL",N,"Coating/painting, spray/aerosol",MARKING,,60,999B-Z45,72 ABW/CECOIG,
8010PHM00359466,"KRYLON COLORMAXX PRIMER RED OXIDE, AEROSOL",N,"Coating/painting, multiple operations",PAINTING,,120,999B-Z73,72 ABW,
8030PHM00359093,"PR 1776M B 2, BROWN, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,6,201A-Z02,566 AMXS,
8030PHM00356440,"CAULKING COMPOUND, WINDOW, DOOR & SIDING 100% SILICONE RUBBER SEALANT - CLEAR",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,72,999B-Z66,72 ABW,
8030PHM00356440,"CAULKING COMPOUND, WINDOW, DOOR & SIDING 100% SILICONE RUBBER SEALANT - CLEAR",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,72,999B-Z45,72 ABW/CECOIG,
8030PHM00356913,"CONDUCTIVE LIGHTNING STRIKE SEALANT, PS 872 B 2, 6 OZ- KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,360,391A-Z01,564 AMXS/MXDPAB,
6850016718497,"CLEANING COMPOUND, SOLVENT, AEROSOL",N,NOC,MAINTENANCE NOC,,3,467A-Z01,568 AMXS,
8010PHM00359251,PREMIUM CLEARCOAT,N,"Vehicle body repair, NOC",VEHICLE BODY PAINTING / REPAIR,,6,999A-Z26,72 LRS,
6830PHM00360487,"CARBON DIOXIDE, COMPRESSED GAS",N,NOC,080C-Z01 COMPRESSED GASES,,45,080C-Z01,553 CMMXS,
8030PHM00362453,"CONSAV TUBE 9OZ FLEX JOINT SLNT, KIT",N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",,108,022A-Z09,MXSG,
6850PHM00362551,HYDROGEN PEROXIDE 20-34%,N,"Metals treatment, NOC",STRIPPINGDIP TANKS (NON-CHROME),,75,047E-Z01,PMXG,
6850015762799-1,MAGNETIC INSPECTION COMPOUND,N,"Non-destructive inspection/testing, NOC",073A-Z08*1 NDI,,30,073A-Z08*1,552 CMMXS,
9150PHM00362059,BN AEROSOL LUBRICOAT,N,Brazing,667A-Z01 BRAZING AEROSPACE,,24,667A-Z01,553 CMMXS,
9150PHM00361837,NAPA PREM PERF UFMO SAE 15W40 MOTOR OIL,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,18,999A-Z26,72 LRS,
6850PHM00367517,"COOPER (II) SULFATE, GEN II LEAK STOP GEL",N,"Facility maintenance, NOC",FACILITY MAINTENANCE,,72,999B-Z34,,
6830PHM00382570,"FLAMMABLE GAS MIXTURE: ARGON 95% / HYDROGEN 5%, COMPRESSED GAS",N,"Welding, multiple operations",WELDING/SOLDERING/BRAZING AEROSPACE,,9,377A-Z03,PMXG,
8010PHM00382300,PITT-TECH PLUS SG 4216 HP PASTEL BASE,N,"Facility maintenance, multiple operations",MISCELLANEOUS,,15,999B-Z33,72 ABW/CECOS,
6810PHM00382724,MERCURY IN CRUDE OIL,N,Multiple operations,MULTIPLE OPERATIONS,,6,054H-Z01,72 ABW,
6830PHM00370769,R-410A REFRIGERANT,N,"Charging/recharging, NOC",REFRIGERANTS,,120,999B-Z38,72 ABW/CECOAH,
6850PHM00369660,"MA2, MARKING SOLUTION",N,"Industrial, NOC",080C-Z01 CHEMICAL ETCHING,,3,080C-Z01,553 CMMXS,
6850PHM00369665,"MA4, MARKING SOLUTION",N,"Industrial, NOC",080C-Z01 CHEMICAL ETCHING,,9,080C-Z01,553 CMMXS,
8720PHM00374041,WORM POWER TURF LIQUID,N,"Pest control, multiple operations","SERVICE, NOC",,120,111B-Z02,72 SPTG/SV,
9150PHM00388898,"LIQUID WRENCH PENETRATING OIL, AEROSOL",N,"Storage of materials, NOC",MATERIAL STORAGE,,300,999B-Z49,72 ABW,
9150PHM00388898,"LIQUID WRENCH PENETRATING OIL, AEROSOL",N,"Lubricating, multiple operations",LUBRICATING,,120,999B-Z59,72 ABW/CECOPM,
9150PHM00388898,"LIQUID WRENCH PENETRATING OIL, AEROSOL",N,"Lubricating, multiple operations",LUBRICATION,,60,999B-Z61,72 ABW/CECOPM,
8010PHM00369834,ZINC-NICKEL LHE,N,"Electroplating, brush/dobbing","ELECTROPLATING-BRUSH, TOUCH-UP COATINGS",,36,391A-Z03,564 AMXS/MXDPAA,
8010PHM00369837,CHROMIUM CONVERSION COATING TRIVALENT,N,"Coating/painting, Aerospace NESHAP - spray",AEROSPACE SURFACE COATING,,50,047E-Z01,PMXG,
6850016959736,"CLEANING COMPOUND,SOLVENT, KC-46 AIRCRAFT",N,"Cleaning, other - hand wipe","HAND WIPE CLEANING, AEROSPACE EXEMPT",,3,007A-Z01,569 AMXS/MXDXA,
8520PHM00377849,CLOROX HEALTHCARE GBG ALOEGEL INSTANT HAND SANITIZER,N,"Dental, general",PATIENT CARE,,3,093A-Z03,72 MDG/SGD,
8010014242798,"EPOXY PRIMER COATING, YELLOW, KIT",N,"Coating/painting, brush/roller",AEROSPACE PRIMER TOUCH-UP,,9,302A-Z01,567 AMXS,
6840016567851-1,"DISINFECTANT-CALLA 1452 CONCENTRATE, GENERAL PURPOSE",N,"Cleaning, other - all usages",CLEANING /MULTIPLE PURP,,3,414I-Z01,CSCW-1,
3439PHM00379661,"286A STAINLESS STEEL WIRE GTAW AMS 5804 .062""",N,"Soldering, NOC","080C-Z01 BRAZING/SOLDERING, NOC",,9,080C-Z01,553 CMMXS,
8520PHM00369432,PURELL ADVANCED HAND SANITIZER SOOTHING GEL,N,"Medical, general or operations",PATIENT CARE,,3,166B-Z03,72nd HCOS/SGGM,
8520PHM00369432,PURELL ADVANCED HAND SANITIZER SOOTHING GEL,N,"Medical, general or operations",PATIENT CARE,,60,277K-Z01,72 AMDS/SGPB,
8520PHM00369432,PURELL ADVANCED HAND SANITIZER SOOTHING GEL,N,"Dental, general",PATIENT CARE,,3,093A-Z02,72 MDG/SGD,
7930PHM00371715,NAPA WINDSHIELD WASH -20F,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,21,999A-Z26,72 LRS,
6850PHM00371752,NAPA WINDSHIELD WASH AND DEICER FLUID 0 F,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,64,999A-Z26,72 LRS,
6850PHM00371752,NAPA WINDSHIELD WASH AND DEICER FLUID 0 F,N,"Miscellaneous,  multiple operations",NON-AEROSPACE CLEANING (GROUND EQUIPMENT),,13,377A-Z01,PMXG,
6840PHM00371759,"CLAIRE DISINFECTANT SPRAY Q - COUNTRY FRESH SCENT, AEROSOL",N,"Medical, general or operations",PATIENT CARE,,3,093A-Z02,72 MDG/SGD,
6840PHM00371759,"CLAIRE DISINFECTANT SPRAY Q - COUNTRY FRESH SCENT, AEROSOL",N,"Medical, general or operations",PATIENT CARE,,3,095A-Z01,72 MDG/SGS,
5350PHM00373936,"BLASTITE 60 GRIT, BLASTING GRAIN",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,100,999B-Z02,76 PMXG,
9150PHM00371563,PERFORMANCE PLUS FULL SYNTHETIC MOTOR OIL INCLUDES GRADES 5W-20,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,48,999A-Z26,72 LRS,
8030PHM00381752,"QUIKSTEEL CARDED 2 OZ, EPOXY PUTTY",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,36,999B-Z38,72 ABW/CECOAH,
6850PHM00385307,"SOLVENT CLEANING COMPOUND, REGULAR AGITENE",N,"Cleaning/washing, flush cleaning",CLEAN PARTS,,3,665A-Z02,AFLCMC,
6810PHM00388084,"BTTX, BROWN ALUMINUM OXIDE",N,"Cleaning, other- media blasting",ABRASIVE BLASTING,,90,049D-Z03,548 PMXS/MXDP,
6810PHM00388084,"BTTX, BROWN ALUMINUM OXIDE",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,200,045G-Z02,PMXG,
6810PHM00388084,"BTTX, BROWN ALUMINUM OXIDE",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,120,048C-Z01,PMXG,
6810PHM00388084,"BTTX, BROWN ALUMINUM OXIDE",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,120,032C-Z01,548 PMXS,
7930PHM00383090,"AZ-4 VIBRATORY INHIBITED FINISHING COMPOUND, PINK",N,"Cleaning, other- media blasting",673A-Z01 BLAST CABINET,,3,673A-Z01,76 CMXG,
9150PHM00377964,NAPA FULL SYNTHETIC ULTIMATE PROTECTION AND PERFORMANCE SAE 5W-20 SYNTHETIC MOTOR OIL,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,36,999A-Z26,72 LRS,
9150PHM00377964,NAPA FULL SYNTHETIC ULTIMATE PROTECTION AND PERFORMANCE SAE 5W-20 SYNTHETIC MOTOR OIL,N,"Miscellaneous,  multiple operations",MAINTENANCE NOC,,120,008A-Z01,569 AMXS/MXDPAB,
6850PHM00368805,PENAIR C-5572 RTU 20%,N,NOC,MAINTENANCE NOC,,9,301A-Z02,567 AMXS,
6515PHM00374721,CARDINAL HEALTH T-PAK INSTANT COLD PACK,N,Patient care,PATIENT CARE,,30,277G-Z01,,
9150PHM00377107,"MOBIL DTE 24 ULTRA, HYDRAULIC FLUID",N,"Equipment repair/prev. maint., NOC",EQUIPMENT LUBRICATION,,18,083B-Z05*1,,
3439PHM00382151,"WELDING WIRE AND ROD, TURBALOY M190",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,,30,051F-Z01,548 PMXS,
8010PHM00368609,"SOLVENT BASED MARKER, DYKEM HIGH TEMP 44 - BLACK",N,"Miscellaneous,  multiple operations",GENERAL MAINTENANCE,,18,083B-Z05,,
8040016773120,"ADHESIVE FILM, 500SF",N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,,9,078E-Z02,553 CMMXS,
8010PHM00390469,"SEMI MATTE, INTERIOR, ULTRA EGGSHELL BASE",N,"Coating/painting, multiple operations","Coating/painting, multiple operations",,3,429B-Z01,CSCW-1,
6850PHM00375563,"2008ISS, EPA METHOD 200.8 INTERNAL STANDARD",N,Physical testing,LIQUID ANALYSIS,,15,054C-Z01,MXSG,
6830PHM00374642,"NON-FLAMMABLE GAS MIXTURE, 6O% HE/35% N2/5%CO2",N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,,75,022A-Z01,MXSG,
6850PHM00386957,"T0046, TT-X-916B XYLENE",N,Adhering/bonding/sealing - brush/dobbing,"ACRYLIC CONFORMAL COAT REPAIR, AEROSPACE",,3,999B-Z13,AFLCMC/WVV,
9130PHM00367797,JET REFERENCE FLUID,N,Physical testing,LIQUID ANALYSIS,,45,054C-Z01,MXSG,
8030PHM00374796,MOLD SEALER ZYVAX,N,"Miscellaneous,  multiple operations","078E-Z07 MAINTENANCE, NOC",,36,078E-Z07,553 CMMXS,
8030PHM00376745,"502 MS KARNA-FLEX, GRAY",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,60,999B-Z38,72 ABW/CECOAH,
8040PHM00375487,"CONDUCTIVE EPOXY, KIT",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,30,999B-Z08,72 ABW,
9150PHM00388349,"LUBRICANT, OIL, AIR TOOLS",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,,36,089A-Z01*1,,
6850PHM00378930,"EPOXY, FAST CURE, EPOHEAT CLR HARDENER",N,Adhering/bonding/sealing - all usages,AEROSPACE GENERAL ADHESIVE OR SEALANT USE,,25,999B-Z02,76 PMXG,
6850PHM00378932,"EPOXY, FAST CURE, EPOHEAT CLR RESIN",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,,25,999B-Z02,76 PMXG,
8010PHM00375866,"FLAME CONTROL NO. 3005A, KIT",N,"Coating/painting, spray - HVLP gun",075A-Z05 PRIMERS&TOPCOATS PAINTBOOTH (REPORTABLE),,12,075A-Z05,552 CMMXS,
8040016953947,"RESIN EPOXY, GRAY, ADHESIVE FILM, B-52 AIRCRAFT",N,Adhering/bonding/sealing - all usages,078E-Z02  ADHESIVE/SEALANT,,18,078E-Z02,553 CMMXS,
6850PHM00389896,"CEE-BEE E-2002A, PAINT STRIPPER",N,Multiple operations,SHELF-LIFE AND PRODUCT TESTING,,3,054C-Z03,MXSG,
8010PHM00378989,"WPS1607273, STOPS RUST / PROTECTIVE ENAMEL SPRAY PAINT - SATIN, DARK BROWN, AEROSOL",N,"Miscellaneous,  multiple operations",RUSTOLEUM GRAY PAINT,,18,083B-Z05*1,,
8010PHM00368606,DYKEM HIGH TEMP 44 - BLUE,N,"Miscellaneous,  multiple operations",PAINT PROJECT,,18,083B-Z05*1,,
6850PHM00376496,MARFILL CALCIUM CARBONATE,N,"Cleaning, other- multiple operations",074G-Z01 MAINTENANCE NOC,,20,074G-Z01,553 CMMXS,
9150PHM00391349,MOBIL DTE 24 ULTRA,N,"Lubricating, multiple operations",LUBRICATION,,15,999B-Z33,72 ABW/CECOS,
7930PHM00391567,FOAM DEGREASER,N,"Administrative, NOC",262A-Z05*3,,36,262A-Z05*3,,
6840016871371,"DISINFECTANT, UTILITY, CONCENTRATE, REFILL",N,NOC,MAINTENANCE NOC,,6,007A-Z01,569 AMXS/MXDXA,
6850PHM00370010,PREMIUM BLUE DEF DIESEL EXHAUST FLUID,N,"Equipment repair/prev. maint., NOC",EQUIPMENT MAINTENANCE,,72,999B-Z45,72 ABW/CECOIG,
6830PHM00370296,"ARGON, COMPRESSED GAS",N,"Laser operations, chemical",074G-Z01 COMPRESSED GASES,,9,074G-Z01,553 CMMXS,
8010PHM00370364,"773957, SIGNATURE SATIN INTERIOR ULTRA WHITE / BASE A, PAINT",N,"Miscellaneous,  multiple operations",RUSTOLEUM GRAY PAINT,,18,083B-Z05*1,,
9150PHM00363479,"LUBRICANT, GRAFLOSCON A-G 1 ULTRA",N,"Lubricating, multiple operations","GENERAL MECHANICAL REPAIR, LUBRICANT USE",,36,026B-Z04,MXSG,
5350PHM00385444,SOLIDSTRIP TYPE II UREA,N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,120,032C-Z01,548 PMXS,
6850PHM00385463,"NDI TESTING, MI-GLOW 778S-RTU",N,"Non-destructive inspection/testing, NOC",073A-Z08*1 NDI,,9,073A-Z08*1,552 CMMXS,
6830PHM00363815,"REFRIGERANT, LIQUEFIED GAS MIXTURE, FORANE 507A",N,HVAC repair & maintenance,AC EQUIPMENT INSTALLATION/REPAIR-COOLANT,,6,371A-Z02,MXSG,
6850PHM00370561,CDEF DIESEL EXHAUST FLUID,N,"Equipment repair/prev. maint., NOC",EQUIPMENT MAINTENANCE *,,21,999B-Z72,72 ABW/CE/TRACE,
9150PHM00386018,VIGOGREASE RE0,N,"Lubricating, multiple operations","GENERAL MECHANICAL REPAIR, LUBRICANT USE",,6,026B-Z04,MXSG,
8030PHM00365623,"COMPOSITE PINHOLE FILLER 28C1, SEALER",N,"Coating/painting, Aerospace NESHAP - spray",AEROSPACE SPECIALTY COATINGS IN PAINT DOCK,,100,008A-Z01,569 AMXS/MXDPAB,
8040016969924,"ADHESIVE, PLASTIC EPOXY, BLUE AND GREEN, BULK",Y,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,,20,467A-Z01,568 AMXS,
3439PHM00389346,"EXCALIBUR 308/308L -17, 3/32 INCH (2.4 MM)",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,,30,999B-Z61,72 ABW/CECOPM,
6850PHM00379128,CLOROX PERFORMANCE BLEACH2,N,Bowling alley operation/maintenance,BOWLING,,6,101A-Z02,72 SPTG/SV,
8040PHM00391454,DOWSIL PR-1204 RTV PRIME COAT CLEAR,N,"Coating/painting, brush/roller",AEROSPACE SPECIALTY COATING TOUCH-UP,,6,201B-Z02,566 AMXS/M,
9150PHM00387057,46V PAG OIL WITH UV DYE,N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,,12,999A-Z26,72 LRS,
8040PHM00382467,"TAC SPRAY, AEROSOL",N,"Dental, general",PATIENT CARE,,40,093A-Z02,72 MDG/SGD,
8030PHM00369539,"HIGH PERFORMANCE HYBRID SEALANT, MASTERSEAL NP 100 LST",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,,72,999B-Z67,72 ABW/CECOUM,
8520PHM00371206,PURELL ADVANCED HAND SANITIZER FOAM,N,"Medical, general or operations",PATIENT CARE,,3,095A-Z01,72 MDG/SGS,
5350PHM00388414,GLASS BEAD #13,N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,480,032C-Z01,548 PMXS,
6810PHM00391646,"141605-2.5KG, POTASSIUM HYDROGEN FLUORIDE",N,"Electroplating, dip tank",ELECTROPLATING/COATING DIP TANKS (NON-CHROME),,120,047E-Z01,PMXG,
6810PHM00390395,"BTTX BROWN ALUMINUM OXIDE, 150 GRIT",N,"Abrasive blasting, NOC",NON-CHEMICAL DEPAINTING OF AIRCRAFT COMPONENTS,,125,032C-Z01,548 PMXS,
6810PHM00375972,"SALT, SODIUM CHLORIDE (NO YPS), ROAD SALT",N,"Grounds maintenance, NOC",GROUNDS MAINTENANCE,,1350,999B-Z45,72 ABW/CECOIG,
8040PHM00376389,"ADHESIVE, WOOD GLUE",N,"Miscellaneous,  multiple operations",GENERAL CARPENTERS WORK,,30,083B-Z09,,
8040PHM00367440,"DOWSIL 732 MULTI-PURPOSE SEALANT, CLEAR",N,Adhering/bonding/sealing - all usages,013A-Z02 ADHESIVE/SEALANT,,36,371A-Z02,MXSG,
6830PHM00372760,NITROGEN,N,Physical testing,METALS ANALYSIS,,30,054C-Z01,MXSG,
6840PHM00380722,ROUNDUP PRO CONCENTRATE HERBICIDE,N,Lawn maintenance,HERBICIDES APPLIED BY CONTRACTOR,,45,999A-Z35,72 ABW,
8010PHM00368605,"DYKEM HIGH TEMP 44 - YELLOW, SOLVENT BASED MARKER",N,"Coating/painting, brush/roller",PAINTING PROJECT,,18,083B-Z05*2,,
7930PHM00370763,ZEP WINDOW VIEW 1 CS 12 QTS,N,NOC,MAINTENANCE NOC,,72,391A-Z03,564 AMXS/MXDPAA,
6810PHM00378099,"HYDROCHLORIC ACID, 2.0N (2.0M)",N,"Cleaning/washing, cold dip tank & cold soak","FLUSH CLEANING, AEROSPACE",,3,467A-Z01,568 AMXS,
6830PHM00375841,"FLAMMABLE GAS MIXTURE: ARGON 1PPM-96.89% / HYDROGEN 3.11-99.9999%, COMPRESSED GAS",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,,9,051F-Z01,548 PMXS,
6850PHM00370868,"CT CLEANER TISSUE, QTY 1000",N,"Miscellaneous,  multiple operations",MAINTENANCE NOC,,15,618A-Z01,545 PMXS,
8010PHM00377254,CA 9311/F37875 BASE COMPONENT AND CA9300B CURING SOLUTION KIT,N,"Coating/painting, brush/roller",AEROSPACE TOPCOAT TOUCH-UP,,15,467A-Z01,568 AMXS,
6810PHM00392352,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE, REAGENT",N,Multiple operations,MULTIPLE OPERATIONS,,3,054H-Z01,72 ABW,
8030012590770,SEALING COMPOUND,N,Adhering/bonding/sealing - all usages,056A-Z01 ADHERING/BONDING/SEALING,,9,056A-Z01,550 CMMXS,
8030012590770,SEALING COMPOUND,N,Adhering/bonding/sealing - brush/dobbing,"REPAIR AND PREV. MAINTENANCE, SEALANTS/ADHESIVE",100,1,151A-Z01,552 MXS,
8040PHM00379545,3M SCOTCH-WELD STRUCTURAL ADHESIVE PRIMER EC-3917,N,"Coating/painting, spray/aerosol",AEROSPACE SURFACE COATING,,4,049D-Z03,548 PMXS/MXDP,
